Record_ID,Partition_Role,Training_Eligibility,Leakage_Group,Metal_Ligand_Group,Source_Type,Source_Record_ID,Source_DOI,Source_Data_DOI,Source_Data_URL,Source_URL,Article_Title,MOF,Legante,Ligand_SMILES,Ligand_InChIKey,Famiglia_Legante,Metallo,Sale_Metallico,Counterion_Class,Hydration_Number,Oxidation_State,Solvente,Solvent_1,Solvent_1_mL,Solvent_2,Solvent_2_mL,Solvent_3,Solvent_3_mL,Solvent_4,Solvent_4_mL,Solvent_5,Solvent_5_mL,Additivo_Colinker,mmol_Additive,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume_solvente_mL,Total_Precursor_Concentration_M,Heating_Method,Microwave_Power_W,Workup,Outcome_Class,Outcome_Label,Outcome_Raw_Score,Outcome_Score_Scale,Outcome_Mapping_Rule,Curation_Policy,Yield_percent,BET_m2_g,PXRD_Confirmed,SCXRD_Confirmed,Evidence_Type,Evidence_Statement,Extraction_Method,Extraction_Note,Protocol_Completeness,Precursor_Qualification,Experiment_Generation,Condition_Signature,Replicate_Group_Size,Source_Group_Size,Source_Group_Cap_Factor,Evidence_Quality_Weight,Training_Weight,Curation_Version,Leakage_Safe_Group
V11-LIT-017,TRAINING_CANDIDATE,True,DOI::10.1021/acs.inorgchem.0c00481,"PAIR::co::3-amino-4,4'-bipyrazole",peer_reviewed_literature,V11-LIT-017,10.1021/acs.inorgchem.0c00481,,,https://doi.org/10.1021/acs.inorgchem.0c00481,Cobalt(II) Bipyrazolate Metal–Organic Frameworks as Heterogeneous Catalysts in Cumene Aerobic Oxidation: A Tag-Dependent Selectivity,Co(BPZNH2)·DMF,"3-amino-4,4'-bipyrazole",,,Bipyrazole/pyrazole,Co,Co(NO3)2·6H2O,nitrate,6.0,2,DMF,DMF,15.0,,,,,,,,,Nessuno,,120,24.0,1.0,1.0,1.0,15.0,0.1333333333333333,Heated stirred synthesis,,Slow-cooled; filtered; washed with hot DMF (2 × 10 mL); dried under vacuum,2,Crystalline MOF,,,,,,,True,False,PXRD whole-pattern refinement,Dark-violet Co(BPZNH2)·DMF; PXRD showed two closely related Cccm phases and supported the reported open framework.,manual_primary_article,"Direct transcription of the experimental section: 0.149 g ligand (1.00 mmol), 0.291 g Co(NO3)2·6H2O (1.00 mmol), 15 mL DMF, 393 K, 24 h; reported yield 73%.",FULL_PROTOCOL,Precursor identity and hydration explicitly reported.,,COND-89fa24e63f03afa9,1,1,1.0,1.0,1.0,11.0-foundation-tranche-03,SAFE-GROUP-001
V11-HKUST-G3-07,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-07,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 3 mL / EtOH 3 mL,H2O,3.0,DMF,0.0,EtOH,3.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.6666666666666666,,,0.6666666666666666,6.0,,Automated microwave synthesis,150.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.55,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1028.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-07; normalized crystallinity/phase-purity score 0.55.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-507a17fcc100730e,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-08,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-08,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 2 mL / DMF 1 mL / EtOH 2 mL,H2O,2.0,DMF,1.0,EtOH,2.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.2833333333333333,,,0.6666666666666666,5.0,,Automated microwave synthesis,180.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,931.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-08; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-30f965d5236440cf,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-09,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-09,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 2 mL / DMF 2 mL / EtOH 1.5 mL,H2O,2.0,DMF,2.0,EtOH,1.5,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,5.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.9,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,748.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-09; normalized crystallinity/phase-purity score 0.9.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-7bd5b5020aa2b8ac,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-10,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-10,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1 mL / DMF 1 mL / EtOH 1.5 mL / MeOH 1 mL,H2O,1.0,DMF,1.0,EtOH,1.5,MeOH,1.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,4.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.9,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,666.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-10; normalized crystallinity/phase-purity score 0.9.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-09fb511aa18cf778,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-11,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-11,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 3 mL / EtOH 2 mL / MeOH 0.5 mL,H2O,3.0,DMF,0.0,EtOH,2.0,MeOH,0.5,iPrOH,0.0,Nessuno,,140,0.4666666666666667,,,0.6666666666666666,5.5,,Automated microwave synthesis,240.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,288.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-11; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-f3794bc2c60adfb4,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-12,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-12,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 2 mL / DMF 2 mL / EtOH 2 mL,H2O,2.0,DMF,2.0,EtOH,2.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,6.0,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.85,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1299.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-12; normalized crystallinity/phase-purity score 0.85.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-bb2748c0ccb30c81,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-13,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-13,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.5 mL / DMF 2.5 mL / EtOH 2 mL,H2O,0.5,DMF,2.5,EtOH,2.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,5.0,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.85,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,2121.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-13; normalized crystallinity/phase-purity score 0.85.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-256695c37190e8da,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-14,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-14,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 2 mL / EtOH 2 mL,H2O,0.0,DMF,2.0,EtOH,2.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,4.0,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.9,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1927.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-14; normalized crystallinity/phase-purity score 0.9.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-4ccbc5a21df92038,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-15,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-15,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 2.5 mL / EtOH 2.5 mL,H2O,0.0,DMF,2.5,EtOH,2.5,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,5.0,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.9,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1676.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-15; normalized crystallinity/phase-purity score 0.9.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-d590f2dc01fd8c96,2,90,0.2222222222222222,0.85,0.0944444444444444,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-16,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-16,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1 mL / DMF 1 mL / MeOH 1.5 mL,H2O,1.0,DMF,1.0,EtOH,0.0,MeOH,1.5,iPrOH,0.0,Nessuno,,139,0.3333333333333333,,,0.6666666666666666,3.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1570.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-16; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-0db4e8b8e6a5e343,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-17,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-17,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 3 mL,H2O,0.0,DMF,3.0,EtOH,0.0,MeOH,0.0,iPrOH,0.0,Nessuno,,146,0.9666666666666668,,,0.8333333333333334,3.0,,Automated microwave synthesis,230.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.85,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-17; normalized crystallinity/phase-purity score 0.85.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-6002c9df53b67b53,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-18,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-18,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1.3 mL / DMF 0.3 mL / EtOH 0.6 mL / iPrOH 3.4 mL,H2O,1.3,DMF,0.3,EtOH,0.6,MeOH,0.0,iPrOH,3.4,Nessuno,,200,0.8833333333333333,,,0.9090909090909092,5.6,,Automated microwave synthesis,240.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.4,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-18; normalized crystallinity/phase-purity score 0.4.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-d3c2623923995bc0,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-19,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-19,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 2.5 mL / EtOH 2.5 mL / MeOH 0.5 mL,H2O,2.5,DMF,0.0,EtOH,2.5,MeOH,0.5,iPrOH,0.0,Nessuno,,166,0.4833333333333333,,,0.6666666666666666,5.5,,Automated microwave synthesis,160.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1348.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-19; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-0dd182a89667162f,2,90,0.2222222222222222,0.85,0.0944444444444444,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G3-20,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G3-20,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1.5 mL / DMF 1.5 mL / EtOH 1.5 mL,H2O,1.5,DMF,1.5,EtOH,1.5,MeOH,0.0,iPrOH,0.0,Nessuno,,148,0.3666666666666666,,,0.6666666666666666,4.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1183.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G3-20; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,3.0,COND-b8cd73c132ed765f,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
