ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Ligand_SMILES,Ligand_InChIKey,Structure_Status,Structure_Source,Ligand_Scaffold,Label_Contradiction_Flag,Structure_Missing_Flag,Quality_Status,Condition_Outcome_Conflict_Flag
280,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,85,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
281,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,24.0,0.24,0.13,1.84615385,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
282,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
283,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
284,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
285,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,120,72.0,1.0,0.5,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
286,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
287,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,H2O,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
288,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
289,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,72.0,1.0,0.5,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
290,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,72.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
291,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,94.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
292,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,100,24.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
293,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,24.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
294,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,48.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
295,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,Zr(OCH3)4,MeOH,Nessuno,120,30.0,0.25,0.4,0.625,Solvothermal,1,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,alkoxide,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
296,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,Zr(OCH3)4,MeOH,Nessuno,120,2.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,alkoxide,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
297,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,72.0,1.0,0.5,2.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-dimepz-4-cooh pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]c(C)c1C(=O)O,IOOWDXMXZBYKLR-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
298,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,120,24.0,1.0,2.0,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,INCLUDE,False
299,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,130,48.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,REVIEW,True
300,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,120,48.0,0.5,1.0,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,INCLUDE,False
301,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,70,72.0,1.0,2.0,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,REVIEW,True
302,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,24.0,1.0,1.0,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,INCLUDE,False
303,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,BTC,160,75.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,REVIEW,True
304,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,160,75.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,REVIEW,True
305,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,48.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,INCLUDE,False
306,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,70,72.0,1.0,2.0,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"4-amino-4h-1,2,4-triazole triazole",2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,Nn1cnnc1,FMCUPJKTGNBGEC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1nnc[nH]1,False,False,REVIEW,True
307,5-MePz-4-COOH,Pyrazole carbossilati,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-mepz-4-cooh pyrazole carbossilati,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,Cc1n[nH]cc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
308,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]cc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
309,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,Acido benzoico,120,24.0,0.15,0.15,1.0,Solvothermal,1,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]cc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
310,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,HCl 37%,120,72.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,5-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1n[nH]cc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
324,Et4BPz,Bipyrazole,Ag,AgNO3,MeOH,Nessuno,120,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
325,Et4BPz,Bipyrazole,Ag,AgPF6,MeOH,Nessuno,120,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,0.0,hexafluorophosphate,,47.0,107.868,11.0,5.0,d,1.93,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
326,Et4BPz,Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48.0,0.6,0.6,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
327,Et4BPz,Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
328,Et4BPz,Bipyrazole,Ni,Ni(OAc)2·4H2O,DMA,Nessuno,150,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,4.0,acetate,2.0,28.0,58.693,10.0,4.0,d,1.91,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
329,Et4BPz,Bipyrazole,Ni,Ni(NO3)2·6H2O,MeOH,Nessuno,140,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
330,Et4BPz,Bipyrazole,Zn,Zn(OAc)2·2H2O,DMF/H2O,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz bipyrazole,2.0,acetate,2.0,30.0,65.38,12.0,4.0,d,1.65,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
331,H2Me2BDP,Altro,Ag,AgPF6,MeOH,Nessuno,120,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,h2me2bdp altro,0.0,hexafluorophosphate,,47.0,107.868,11.0,5.0,d,1.93,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
336,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,DMF/MeOH,Nessuno,120,48.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pzdc / 1h-3,5-dicarboxylic pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
