ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Ligand_SMILES,Ligand_InChIKey,Structure_Status,Structure_Source,Ligand_Scaffold,Label_Contradiction_Flag,Structure_Missing_Flag,Quality_Status,Condition_Outcome_Conflict_Flag
61,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF,Nessuno,120,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
62,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,Et3N,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
63,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,Ag2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,oxide,,47.0,107.868,11.0,5.0,d,1.93,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
64,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),DMF,Nessuno,120,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
65,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Chlorotriphenylphosphine gold(I),Non specificato,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,1.0,79.0,196.967,11.0,6.0,d,2.54,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
66,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),MeOH,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
67,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),DMF,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
68,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Chlorotriphenylphosphine gold(I),Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,1.0,79.0,196.967,11.0,6.0,d,2.54,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
69,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,160,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
70,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
71,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,DMF/H2O,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
72,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,MeOH,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
73,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,140,120.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
74,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
75,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48.0,0.8,0.4,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
76,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,24.0,0.2,0.1,2.0,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
77,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
78,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.2,0.5,Solvothermal,1,,salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
79,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,DMF,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
80,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/EtOH,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
81,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/MeOH,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
82,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,Non specificato,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
83,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,Non specificato,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
84,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,MeOH,Mesitilene,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
85,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,ButOH,Nessuno,120,36.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
86,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,110,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
87,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,MeOH,Nessuno,70,72.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
88,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,120,24.0,0.2,0.4,0.5,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
89,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuCl,NH3 28%,Nessuno,60,24.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
90,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuI,Non specificato,Nessuno,100,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized;exact_duplicate_candidate,DUP_001,0,INCLUDED,,duplicate_representative_retained;missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
92,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,H2O/Met,Nessuno,160,72.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
93,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
94,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,120,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
95,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
96,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc),Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
97,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,oxide,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
98,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuCl,Na(OAc),Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized;exact_duplicate_candidate,DUP_002,0,INCLUDED,,duplicate_representative_retained;missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,,29.0,63.546,11.0,4.0,d,1.9,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
