ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Source_Type,Source_Record_ID,PXRD_Confirmed,Evidence,Ligand_SMILES,Ligand_InChIKey,Future_Training_Status,Condition_Group_ID,Microwave_Power_W,Microwave_Power_Range,Heating_Ramp_min,Hold_Time_min,Cooling_Time_min,Sonication_Power_W,Sonication_Duration_min,Post_Heating_C,Post_Heating_Time_h
407,2-Methylimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,MeOH,Nessuno,25,12.0,4.0,1.0,4.0,Precipitation,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,2-methylimidazole non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,407,,,,,FROZEN_V8_RECORD,,,,,,,,,,
408,2-Methylimidazole,Non specificata,Co,Co(NO3)2·6H2O,MeOH,Nessuno,25,24.0,4.0,1.0,4.0,Precipitation,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,2-methylimidazole non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,408,,,,,FROZEN_V8_RECORD,,,,,,,,,,
409,Benzimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,130,48.0,6.0,1.5,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,benzimidazole non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,409,,,,,FROZEN_V8_RECORD,,,,,,,,,,
410,Benzimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,MeOH/Toluene,Nessuno,100,24.0,3.2,0.8,4.0,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,benzimidazole non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,410,,,,,FROZEN_V8_RECORD,,,,,,,,,,
411,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,220,72.0,3.0,3.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61,legacy_project_dataset,411,,,,,FROZEN_V8_RECORD,,,,,,,,,,
412,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Cr,Cr(NO3)3·9H2O,H2O/HF,Nessuno,220,72.0,5.0,5.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",9.0,nitrate,3.0,24.0,51.996,6.0,4.0,d,1.66,legacy_project_dataset,412,,,,,FROZEN_V8_RECORD,,,,,,,,,,
413,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,150,15.0,5.0,5.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,413,,,,,FROZEN_V8_RECORD,,,,,,,,,,
416,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Cr,Cr(NO3)3·9H2O,H2O/HF,Nessuno,220,8.0,4.0,4.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",9.0,nitrate,3.0,24.0,51.996,6.0,4.0,d,1.66,legacy_project_dataset,416,,,,,FROZEN_V8_RECORD,,,,,,,,,,
417,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,110,20.0,1.5,3.0,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,417,,,,,FROZEN_V8_RECORD,,,,,,,,,,
418,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,125,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",6.0,nitrate,2.0,12.0,24.305,2.0,3.0,s,1.31,legacy_project_dataset,418,,,,,FROZEN_V8_RECORD,,,,,,,,,,
419,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,100,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,419,,,,,FROZEN_V8_RECORD,,,,,,,,,,
420,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Ni,Ni(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,120,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,420,,,,,FROZEN_V8_RECORD,,,,,,,,,,
421,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Co,Co(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,120,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,421,,,,,FROZEN_V8_RECORD,,,,,,,,,,
422,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Fe,FeCl2·4H2O,DMF/EtOH,Nessuno,120,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",4.0,chloride,2.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,422,,,,,FROZEN_V8_RECORD,,,,,,,,,,
423,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,120,24.0,1.0,3.3,0.303,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid (h4dobdc) non specificata",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,legacy_project_dataset,423,,,,,FROZEN_V8_RECORD,,,,,,,,,,
424,"1,3,6,8-tetrakis(p-benzoic acid)pyrene (H4TBAPy)",Non specificata,Zr,ZrOCl2·8H2O,DMF/TFA,Nessuno,120,18.0,0.06,0.3,0.2,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,3,6,8-tetrakis(p-benzoic acid)pyrene (h4tbapy) non specificata",8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,424,,,,,FROZEN_V8_RECORD,,,,,,,,,,
425,TCPP (Tetrakis(4-carboxyphenyl)porphyrin),Non specificata,Zr,ZrOCl2·8H2O,DMF/BA,Nessuno,120,24.0,0.04,0.23,0.1739,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,tcpp (tetrakis(4-carboxyphenyl)porphyrin) non specificata,8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,425,,,,,FROZEN_V8_RECORD,,,,,,,,,,
426,"3,3',5,5'-Azobenzenetetracarboxylic acid (H4ABTC)",Non specificata,Fe,Fe(NO3)3·9H2O,DMF,Nessuno,150,24.0,0.3,0.6,0.5,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,3',5,5'-azobenzenetetracarboxylic acid (h4abtc) non specificata",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,426,,,,,FROZEN_V8_RECORD,,,,,,,,,,
429,"2,6-NDC (0.5) / H3BTC (0.5)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,24.0,1.0,2.0,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,6-ndc (0.5) / h3btc (0.5) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,429,,,,,FROZEN_V8_RECORD,,,,,,,,,,
430,"2,6-NDC (1.0) / DABCO (0.5)",Non specificata,Ni,Ni(NO3)2·6H2O,DMF,Nessuno,120,48.0,1.5,1.0,1.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,6-ndc (1.0) / dabco (0.5) non specificata",6.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,legacy_project_dataset,430,,,,,FROZEN_V8_RECORD,,,,,,,,,,
435,"1,3,5-tris(4-carboxyphenyl)benzene (BTB)",Non specificata,Zn,Zn(NO3)2·6H2O,DEF,Nessuno,85,48.0,0.34,1.8,0.1889,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,3,5-tris(4-carboxyphenyl)benzene (btb) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,435,,,,,FROZEN_V8_RECORD,,,,,,,,,,
436,"1,3,5-BTB (0.2) / 2,6-NDC (0.2)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,85,24.0,0.4,1.2,0.3333,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,3,5-btb (0.2) / 2,6-ndc (0.2) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,436,,,,,FROZEN_V8_RECORD,,,,,,,,,,
437,"3,3',5,5'-Biphenyltetracarboxylic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/EtOH,Nessuno,65,24.0,0.3,1.0,0.3,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3,3',5,5'-biphenyltetracarboxylic acid non specificata",2.5,nitrate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,437,,,,,FROZEN_V8_RECORD,,,,,,,,,,
438,2-Bromoterephthalic acid,Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.0,1.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,2-bromoterephthalic acid non specificata,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,438,,,,,FROZEN_V8_RECORD,,,,,,,,,,
439,"1,2,4,5-Benzenetetracarboxylic acid",Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,0.5,1.0,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,2,4,5-benzenetetracarboxylic acid non specificata",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,439,,,,,FROZEN_V8_RECORD,,,,,,,,,,
440,"2,5-Dihydroxyterephthalic acid",Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.0,1.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,5-dihydroxyterephthalic acid non specificata",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,440,,,,,FROZEN_V8_RECORD,,,,,,,,,,
441,Terphenyldicarboxylic acid (TPDC),Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,0.5,0.5,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,terphenyldicarboxylic acid (tpdc) non specificata,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,441,,,,,FROZEN_V8_RECORD,,,,,,,,,,
442,2-Nitroimidazole,Non specificata,Co,Co(NO3)2·6H2O,DMF,Nessuno,100,48.0,4.0,1.0,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,2-nitroimidazole non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,442,,,,,FROZEN_V8_RECORD,,,,,,,,,,
443,Imidazole-2-carboxaldehyde,Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,100,18.0,4.0,1.0,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,imidazole-2-carboxaldehyde non specificata,6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,443,,,,,FROZEN_V8_RECORD,,,,,,,,,,
444,Benzimidazole,Non specificata,Co,Co(NO3)2·6H2O,DMF,Nessuno,140,48.0,4.0,1.0,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,benzimidazole non specificata,6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,legacy_project_dataset,444,,,,,FROZEN_V8_RECORD,,,,,,,,,,
445,"4,5-Dichloroimidazole",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,85,24.0,4.0,1.0,4.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"4,5-dichloroimidazole non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,legacy_project_dataset,445,,,,,FROZEN_V8_RECORD,,,,,,,,,,
446,Fumaric acid,Non specificata,Fe,FeCl3·6H2O,H2O,Nessuno,65,12.0,5.0,5.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,fumaric acid non specificata,6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,446,,,,,FROZEN_V8_RECORD,,,,,,,,,,
447,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,447,,,,,FROZEN_V8_RECORD,,,,,,,,,,
448,"2,6-Naphthalenedicarboxylic acid",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"2,6-naphthalenedicarboxylic acid non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,448,,,,,FROZEN_V8_RECORD,,,,,,,,,,
449,"4,4'-Biphenyldicarboxylic acid",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"4,4'-biphenyldicarboxylic acid non specificata",6.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,449,,,,,FROZEN_V8_RECORD,,,,,,,,,,
450,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,DMF,Nessuno,130,24.0,3.0,3.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61,legacy_project_dataset,450,,,,,FROZEN_V8_RECORD,,,,,,,,,,
451,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,In,In(NO3)3·xH2O,DMF,Nessuno,100,48.0,2.0,2.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",1.0,nitrate,3.0,49.0,114.818,13.0,5.0,p,1.78,legacy_project_dataset,451,,,,,FROZEN_V8_RECORD,,,,,,,,,,
452,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ti,Ti(OiPr)4,DMF/MeOH,Nessuno,150,15.0,12.0,6.0,2.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",0.0,iodide,,22.0,47.867,4.0,4.0,d,1.54,legacy_project_dataset,452,,,,,FROZEN_V8_RECORD,,,,,,,,,,
456,5-Methoxyisophthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,H2O,Nessuno,130,12.0,2.0,2.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,5-methoxyisophthalic acid non specificata,6.0,perchlorate,,13.0,26.982,13.0,3.0,p,1.61,legacy_project_dataset,456,,,,,FROZEN_V8_RECORD,,,,,,,,,,
457,5-Nitroisophthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,H2O,Nessuno,130,12.0,2.0,2.0,1.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,5-nitroisophthalic acid non specificata,6.0,perchlorate,,13.0,26.982,13.0,3.0,p,1.61,legacy_project_dataset,457,,,,,FROZEN_V8_RECORD,,,,,,,,,,
458,"trans-Cyclohexane-1,4-dicarboxylic acid",Non specificata,Al,Al2(SO4)3·18H2O,H2O,Nessuno,180,24.0,3.0,1.5,2.0,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"trans-cyclohexane-1,4-dicarboxylic acid non specificata",18.0,sulfate,,13.0,26.982,13.0,3.0,p,1.61,legacy_project_dataset,458,,,,,FROZEN_V8_RECORD,,,,,,,,,,
459,TCPP (Tetrakis(4-carboxyphenyl)porphyrin),Non specificata,Zr,ZrOCl2·8H2O,DMF/BA,Nessuno,120,12.0,0.04,0.3,0.1333,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,tcpp (tetrakis(4-carboxyphenyl)porphyrin) non specificata,8.0,chloride,2.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,459,,,,,FROZEN_V8_RECORD,,,,,,,,,,
460,TCPP,Non specificata,Hf,HfCl4,DMF/BA,Nessuno,120,24.0,0.03,0.2,0.15,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,tcpp non specificata,0.0,chloride,4.0,72.0,178.49,4.0,6.0,d,1.3,legacy_project_dataset,460,,,,,FROZEN_V8_RECORD,,,,,,,,,,
461,TCPP,Non specificata,Fe,FeCl3,DMF,Nessuno,150,24.0,0.08,0.5,0.16,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,tcpp non specificata,0.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,461,,,,,FROZEN_V8_RECORD,,,,,,,,,,
462,Fumaric acid,Non specificata,Zr,ZrCl4,DMF/Formic acid,Nessuno,120,24.0,1.0,1.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,fumaric acid non specificata,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,legacy_project_dataset,462,,,,,FROZEN_V8_RECORD,,,,,,,,,,
