Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Data_Quality_Flag,Split_Set
POS-0354,793,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Cu,Cu(NO3)2·3H2O,H2O/EtOH,Nessuno,150,36.0,0.1,0.1,1.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0355,794,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O/EtOH,Nessuno,180,48.0,1.0,2.0,0.5,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0356,795,2-Methylimidazole,Imidazolati,Cu,Cu(OAc)2·H2O,DMF,Nessuno,25,12.0,0.1,0.067,1.5,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0357,796,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,DMA,Nessuno,140,18.0,0.5,1.515,0.33,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0358,797,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,H2O/EtOH,Nessuno,180,4.0,2.0,2.0,1.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0359,800,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Zr,ZrCl4,H2O,Nessuno,150,12.0,1.0,5.0,0.2,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0360,801,2-Methylimidazole,Imidazolati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,12.0,0.5,0.625,0.8,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0361,802,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DEF,Nessuno,140,36.0,2.0,2.0,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0362,803,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DMF/H2O,Nessuno,180,72.0,0.5,0.417,1.2,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0363,804,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O,Nessuno,180,18.0,1.0,2.0,0.5,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0364,806,"1,2,4-Triazole",Triazole,Al,AlCl3·6H2O,DEF,Nessuno,25,48.0,0.2,0.2,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0365,807,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O/EtOH,Nessuno,140,72.0,1.0,0.667,1.5,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0366,808,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Cu,Cu(OAc)2·H2O,DMF,Nessuno,160,4.0,0.5,0.5,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0367,810,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,H2O,Nessuno,80,72.0,2.0,1.333,1.5,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0368,811,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DEF,Nessuno,140,18.0,0.05,0.033,1.5,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0369,812,Fumaric acid,Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,MeOH,Nessuno,180,4.0,0.5,0.417,1.2,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0370,813,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,DMF/MeOH,Nessuno,180,24.0,0.05,0.1,0.5,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0371,814,2-Methylimidazole,Imidazolati,Cd,Cd(NO3)2·4H2O,DMF/MeOH,Nessuno,140,12.0,0.2,0.25,0.8,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0372,815,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,H2O/EtOH,Nessuno,140,24.0,0.1,0.05,2.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0373,816,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMA,Nessuno,120,4.0,2.0,2.0,1.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0374,817,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zn,Zn(OAc)2·2H2O,DMA,Nessuno,150,24.0,2.0,1.667,1.2,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0375,818,Benzimidazole,Imidazolati,Ni,Ni(NO3)2·6H2O,MeOH,Nessuno,80,18.0,2.0,2.5,0.8,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0376,821,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/H2O,Nessuno,100,4.0,0.5,2.5,0.2,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0377,823,2-Methylimidazole,Imidazolati,Fe,FeCl3·6H2O,DMF/H2O,Nessuno,25,48.0,0.1,0.05,2.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0378,824,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DEF,Nessuno,160,12.0,1.0,5.0,0.2,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0379,825,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,160,48.0,0.05,0.042,1.2,,,,,Room Temperature,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0380,826,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,120,18.0,0.5,1.515,0.33,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0381,828,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DMF/H2O/EtOH,Nessuno,120,48.0,0.2,0.167,1.2,,,,,Microwave,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0382,829,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,H2O/EtOH,Nessuno,80,18.0,0.5,0.417,1.2,,,,,Hydrothermal,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0383,830,"3-amino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,60,72.0,2.0,2.0,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0384,831,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,180,4.0,0.1,0.067,1.5,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0385,832,Benzimidazole,Imidazolati,Co,Co(OAc)2·4H2O,H2O,Nessuno,80,72.0,2.0,1.667,1.2,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0386,834,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(NO3)2·6H2O,DMF/MeOH,Nessuno,140,4.0,1.0,1.0,1.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0387,835,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMF/MeOH,Nessuno,140,12.0,0.2,0.2,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0388,836,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMA,Nessuno,140,36.0,0.5,0.5,1.0,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0389,837,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,H2O,Nessuno,120,36.0,1.0,1.25,0.8,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0390,839,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,DMA,Nessuno,160,72.0,0.2,0.167,1.2,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0391,840,"1,2,4-Triazole",Triazole,Al,Al(NO3)3·9H2O,H2O,Nessuno,60,4.0,0.5,0.333,1.5,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0392,841,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/MeOH,Nessuno,100,36.0,0.1,0.05,2.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0393,842,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Ni,Ni(NO3)2·6H2O,DMA,Nessuno,80,36.0,0.2,0.167,1.2,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0394,843,Fumaric acid,Carbossilati aromatici,Zr,ZrCl4,H2O/EtOH,Nessuno,120,12.0,0.05,0.042,1.2,,,,,Microwave,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0395,844,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,H2O/EtOH,Nessuno,180,36.0,0.5,1.515,0.33,,,,,Solvothermal,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0396,845,"3-amino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O,Nessuno,100,4.0,2.0,4.0,0.5,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0397,847,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/H2O,Nessuno,140,4.0,1.0,0.833,1.2,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0398,848,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMF,Nessuno,140,12.0,1.0,3.03,0.33,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0399,849,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(NO3)2·6H2O,DMF,Nessuno,100,4.0,2.0,2.5,0.8,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0400,850,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF,Nessuno,150,4.0,0.2,0.167,1.2,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0401,851,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O,Nessuno,80,12.0,0.2,0.167,1.2,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0402,853,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,MeOH,Nessuno,150,18.0,0.2,0.606,0.33,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0403,854,Benzimidazole,Imidazolati,Zr,ZrOCl2·8H2O,DMF,Nessuno,150,72.0,0.1,0.05,2.0,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0404,855,Fumaric acid,Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF,Nessuno,180,72.0,0.2,0.1,2.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0405,857,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,H2O,Nessuno,60,18.0,0.5,0.25,2.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0406,858,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,DMA,Nessuno,120,48.0,0.1,0.067,1.5,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0407,859,Fumaric acid,Carbossilati aromatici,Zr,ZrCl4,MeOH,Nessuno,120,18.0,0.5,1.0,0.5,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0408,860,2-Methylimidazole,Imidazolati,Zr,ZrOCl2·8H2O,DMF,Nessuno,120,24.0,0.1,0.303,0.33,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0409,862,"1,2,4-Triazole",Triazole,Cu,Cu(NO3)2·3H2O,DMF/MeOH,Nessuno,140,24.0,2.0,6.061,0.33,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0410,863,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,MeOH,Nessuno,25,12.0,2.0,10.0,0.2,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0411,864,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DEF,Nessuno,180,72.0,2.0,1.667,1.2,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0412,865,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,DMF/MeOH,Nessuno,60,72.0,2.0,4.0,0.5,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0413,867,"3-amino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,MeOH,Nessuno,120,12.0,0.05,0.1,0.5,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0414,869,Fumaric acid,Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,120,24.0,0.1,0.083,1.2,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0415,870,"1,2,4-Triazole",Triazole,Fe,FeCl3·6H2O,DMF,Nessuno,80,36.0,0.1,0.2,0.5,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0416,871,2-Methylimidazole,Imidazolati,Fe,FeCl3·6H2O,H2O,Nessuno,100,4.0,0.2,0.133,1.5,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0417,872,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Zr,ZrOCl2·8H2O,MeOH,Nessuno,160,48.0,0.05,0.025,2.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0418,873,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/MeOH,Nessuno,80,18.0,0.05,0.1,0.5,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0419,874,Benzimidazole,Imidazolati,Al,Al(NO3)3·9H2O,DEF,Nessuno,180,12.0,0.05,0.05,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0420,875,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DMF,Nessuno,25,4.0,0.1,0.2,0.5,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0421,876,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,80,12.0,0.5,0.625,0.8,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0422,878,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,150,4.0,0.2,0.167,1.2,,,,,Microwave,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0423,879,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,MeOH,Nessuno,120,48.0,0.05,0.152,0.33,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0424,880,"1,2,4-Triazole",Triazole,Cd,Cd(NO3)2·4H2O,DMF/H2O/EtOH,Nessuno,150,4.0,2.0,2.0,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0425,881,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,150,4.0,0.1,0.05,2.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0426,882,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,60,18.0,0.05,0.033,1.5,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0427,883,Benzimidazole,Imidazolati,Cu,Cu(NO3)2·3H2O,DEF,Nessuno,80,36.0,0.1,0.05,2.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0428,884,Fumaric acid,Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,MeOH,Nessuno,160,4.0,2.0,2.0,1.0,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0429,885,"3-amino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DEF,Nessuno,25,36.0,2.0,2.5,0.8,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0430,887,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/MeOH,Nessuno,25,36.0,0.05,0.062,0.8,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0431,888,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,180,72.0,0.05,0.05,1.0,,,,,Microwave,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0432,889,Benzimidazole,Imidazolati,Mn,Mn(OAc)2·4H2O,DMF/H2O,Nessuno,160,48.0,0.1,0.125,0.8,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0433,890,Benzimidazole,Imidazolati,Zn,Zn(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,25,36.0,0.05,0.033,1.5,,,,,Solvothermal,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0434,891,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O/EtOH,Nessuno,120,18.0,2.0,1.667,1.2,,,,,Microwave,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0435,892,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DEF,Nessuno,180,72.0,0.2,0.25,0.8,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0436,893,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DEF,Nessuno,180,12.0,0.1,0.5,0.2,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0437,895,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF/H2O,Nessuno,60,12.0,0.2,0.1,2.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0438,898,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF/H2O/EtOH,Nessuno,60,24.0,0.05,0.25,0.2,,,,,Hydrothermal,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0439,899,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Fe,FeCl3·6H2O,DEF,Nessuno,160,24.0,0.1,0.1,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0440,901,Benzimidazole,Imidazolati,Cu,Cu(NO3)2·3H2O,H2O,Nessuno,160,12.0,1.0,1.0,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0441,902,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Zn,Zn(OAc)2·2H2O,H2O,Nessuno,80,24.0,0.2,0.4,0.5,,,,,Solvothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0442,903,"3-amino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,120,12.0,0.2,0.133,1.5,,,,,Microwave,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0443,904,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,180,18.0,0.2,0.606,0.33,,,,,Hydrothermal,2,development_positive,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0444,905,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Co,Co(NO3)2·6H2O,DEF,Nessuno,100,12.0,0.5,0.5,1.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0445,906,Fumaric acid,Carbossilati aromatici,Zr,ZrOCl2·8H2O,DMF,Nessuno,180,4.0,1.0,1.25,0.8,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0446,910,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Al,AlCl3·6H2O,DMF/MeOH,Nessuno,80,24.0,1.0,1.25,0.8,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0447,911,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMA,Nessuno,80,18.0,0.1,0.067,1.5,,,,,Hydrothermal,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0448,913,Fumaric acid,Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,MeOH,Nessuno,100,12.0,0.2,0.167,1.2,,,,,Microwave,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0449,914,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF,Nessuno,160,24.0,1.0,1.0,1.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0450,915,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,DMF/H2O,Nessuno,180,36.0,0.05,0.1,0.5,,,,,Room Temperature,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
