Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Data_Quality_Flag,Split_Set
POS-0136,539,2-Methylimidazole,Non specificata,Ni,Ni(NO3)2·6H2O,DMF/H2O/EtOH,Acido acetico,180,18.0,2.0,5.0,0.4,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0137,540,Benzimidazole,Non specificata,Ni,Ni(OAc)2·4H2O,DMF/H2O,Nessuno,25,18.0,0.5,5.0,0.1,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0138,542,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Fe,Fe(NO3)3·9H2O,H2O/THF,Acido formico,180,2.0,4.0,2.0,2.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0139,543,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Al,Al(NO3)3·9H2O,H2O/MeOH,Acido formico,85,2.0,1.0,5.0,0.2,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0140,544,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Al,AlCl3·6H2O,MeCN,Acido acetico,60,18.0,4.0,1.0,4.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0141,545,Fumaric acid,Non specificata,Zr,ZrCl4,DMF,Acido acetico,200,36.0,1.5,0.5,3.0,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0142,546,Isophthalic acid,Non specificata,Zr,ZrOCl2·8H2O,DEF,Acido benzoico,25,2.0,4.0,5.0,0.8,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0143,547,5-Nitroisophthalic acid,Non specificata,Mg,Mg(NO3)2·6H2O,MeOH,Trietilammina (TEA),180,18.0,1.5,1.5,1.0,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0144,548,5-Aminoisophthalic acid,Non specificata,Mn,Mn(OAc)2·4H2O,EtOH,Acido benzoico,85,2.0,2.0,1.5,1.3333,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0145,549,Imidazole-2-carboxaldehyde,Non specificata,Zn,Zn(NO3)2·6H2O,H2O,Acido benzoico,85,2.0,0.5,2.5,0.2,,,,,Solvothermal,2,development_positive,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0146,550,"4,4',4''-Triaminotriphenylamine",Non specificata,Zn,Zn(OAc)2·2H2O,DMF/H2O/EtOH,Acido acetico,150,72.0,4.0,4.0,1.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0147,552,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Cu,Cu(OAc)2·H2O,DMA,Acido benzoico,25,12.0,2.0,3.0,0.6667,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0148,553,"4,4'-Bipyridine",Non specificata,Co,Co(NO3)2·6H2O,H2O/THF,Acido formico,150,12.0,4.0,2.5,1.6,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0149,554,"1,2,4-Triazole",Non specificata,Co,Co(OAc)2·4H2O,H2O/MeOH,Acido acetico,85,24.0,0.5,2.0,0.25,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0150,555,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ni,Ni(NO3)2·6H2O,MeCN,HCl,200,18.0,1.5,3.0,0.5,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0151,557,2-Methylimidazole,Non specificata,Fe,FeCl3·6H2O,DEF,Trietilammina (TEA),60,2.0,1.0,0.5,2.0,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0152,558,Benzimidazole,Non specificata,Fe,Fe(NO3)3·9H2O,MeOH,Nessuno,25,72.0,2.0,2.0,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0153,560,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Al,AlCl3·6H2O,H2O,HCl,120,2.0,0.5,1.5,0.3333,,,,,Sonochemical,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0154,561,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Zr,ZrCl4,DMF/H2O/EtOH,HCl,180,24.0,0.25,5.0,0.05,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0155,562,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O,HCl,60,2.0,1.5,1.0,1.5,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0156,563,Fumaric acid,Non specificata,Mg,Mg(NO3)2·6H2O,DMA,HNO3,150,4.0,0.25,1.5,0.1667,,,,,Precipitation,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0157,564,Isophthalic acid,Non specificata,Mn,Mn(OAc)2·4H2O,H2O/THF,Acido formico,25,2.0,0.25,5.0,0.05,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0158,565,5-Nitroisophthalic acid,Non specificata,Zn,Zn(NO3)2·6H2O,H2O/MeOH,Trietilammina (TEA),60,4.0,1.5,1.0,1.5,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0159,566,5-Aminoisophthalic acid,Non specificata,Zn,Zn(OAc)2·2H2O,MeCN,Nessuno,150,18.0,0.25,5.0,0.05,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0160,567,Imidazole-2-carboxaldehyde,Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF,Acido acetico,85,4.0,1.5,2.5,0.6,,,,,Solvothermal,2,development_positive,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0161,568,"4,4',4''-Triaminotriphenylamine",Non specificata,Cu,Cu(OAc)2·H2O,DEF,Acido formico,130,36.0,4.0,2.0,2.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0162,570,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Co,Co(OAc)2·4H2O,EtOH,Trietilammina (TEA),25,12.0,3.0,1.0,3.0,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0163,571,"4,4'-Bipyridine",Non specificata,Ni,Ni(NO3)2·6H2O,H2O,Trietilammina (TEA),60,72.0,1.0,2.0,0.5,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0164,572,"1,2,4-Triazole",Non specificata,Ni,Ni(OAc)2·4H2O,DMF/H2O/EtOH,HCl,85,12.0,1.0,2.0,0.5,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
